1,15,18,21,25,26,41,58,85,155,166,Act
21,23,2,4565,19.2765,8.9368,31.8953,0.0154,0.5791,60.2772,0,1.58
23,23,2,5633,21.2244,10.3336,36.5154,0.013,0.5512,0,0,1.93
25,23,2,6789,23.179,10.6986,38.1809,0.0134,0.5267,71.6216,0,2.65
19,23,2,4133,19.1405,8.8411,28.3529,0.0229,0.5006,38.8341,0,1.46
19,23,2,4133,19.8407,9.3362,28.3529,0.0229,0.5455,38.5247,0,2.95
19,23,2,4133,20.2106,9.6005,28.3529,0.0229,0.5715,38.1359,0,3.93
22,23,2,5035,20.2496,9.1349,32.7723,0.0154,0.5683,65.4415,0,1.93
24,23,2,6151,22.201,10.5125,38.8811,0.0131,0.5414,72.5326,0,2.34
20,23,2,4585,20.1132,9.0404,30.6611,0.0192,0.4929,48.5024,0,2.57
20,23,2,4585,20.8148,9.5289,30.6611,0.0189,0.5363,46.2484,0,1.66
20,23,2,4585,20.8148,9.5289,30.6611,0.0189,0.5363,46.2484,0,2.16
20,23,2,4585,21.1854,9.7895,30.6611,0.0188,0.5612,45.2804,0,4.18
27,29,3,7178,22.9073,10.5641,36.3372,0.0154,0.54,70.1792,0,3.08
29,29,3,8504,24.8419,11.9226,41.089,0.0131,0.5156,75.4134,0,3.6
31,29,3,9918,26.7834,12.3141,42.9903,0.0134,0.4941,85.5278,0,7
28,28,3,8065,23.8737,10.7717,37.692,0.0154,0.5294,70.297,1.00E-05,26.9
30,27,2,9511,25.8119,12.116,45.0332,0.0131,0.506,80.111,1.00E-05,4.79
32,27,2,11180,29.2884,12.9955,48.9692,0,0.3903,0,1.00E-05,0.19
33,33,3,10823,26.5529,12.2072,40.7839,0.0154,0.5047,87.3398,1.00E-05,21.1
35,33,3,12479,28.4777,13.5396,45.6272,0.0131,0.4834,100.9527,1.00E-05,5.43
37,33,3,14372,31.8762,14.4166,51.144,0,0.3703,0,1.00E-05,0.05
28,29,3,8065,23.8737,10.7717,36.6762,0.0154,0.5294,73.4584,0,6.85
30,29,3,9511,25.8119,12.116,42.8498,0.0131,0.506,85.3714,0,6.71
32,29,3,11045,27.7564,12.5163,44.7997,0.0134,0.4853,94.4416,0,5.23
33,31,3,10823,26.5529,12.2072,42.0113,0.0154,0.5047,83.7928,0,5.58
35,31,3,12479,28.4777,13.5396,46.8305,0.0131,0.4834,91.8029,0,6.42
37,31,3,14223,30.4092,13.9474,48.8894,0.0134,0.4645,90.0818,0,2.85
28,25,2,8065,23.8737,10.7717,39.9823,0.0154,0.5294,0,0,36.8
30,25,2,9511,25.8119,12.116,46.0806,0.0131,0.506,0,0,61.5
32,25,2,11045,27.7564,12.5163,47.9648,0.0134,0.4853,94.7699,0,39.6
33,34,4,10823,26.5529,12.2072,39.7749,0.0154,0.5047,80.1248,0,39.1
35,34,4,12479,28.4777,13.5396,44.6381,0.0131,0.4834,85.6496,0,51.7
37,34,4,14372,31.8762,14.4166,47.1877,0.0134,0.3664,96.8631,0,57.7
23,23,2,5548,21.2244,9.8171,37.0847,0.0139,0.5547,75.452,0,139
25,23,2,6714,23.179,11.2203,38.9022,0.0131,0.529,85.93,1.00E-05,118
27,23,2,7968,25.1389,11.5811,41.6712,0.0134,0.5064,93.4005,1.00E-05,83.7
24,23,2,6133,22.201,10.0121,38.3198,0.0139,0.543,83.2115,0,79.9
26,23,2,7345,24.1583,11.3973,42.0735,0.0131,0.5184,96.7544,0,92.9
21,23,2,5080,21.0879,9.7208,33.4804,0.0141,0.4828,58.6094,0,74.2
21,23,2,5080,21.7906,10.2189,33.4804,0.014,0.5242,56.197,1.00E-05,104
21,21,1,4532,19.2765,8.9368,34.792,0.0153,0.5807,62.2247,0,9.33
22,21,1,5055,20.2496,9.6284,38.6532,0.013,0.5663,71.1682,0,9.1
23,21,1,5598,21.2244,9.8171,39.8915,0.0134,0.5531,75.2577,1.00E-05,8.72
23,21,1,5581,21.2244,9.8171,40.686,0.013,0.5545,75.5263,0,8.15
20,21,1,4316,19.7434,9.267,33.6098,0.0186,0.5781,55.0115,0,9.93
21,21,1,4844,20.7173,9.4606,35.9741,0.0149,0.5656,66.093,0,4.11
20,21,1,4619,20.6491,9.4129,34.813,0.0187,0.5231,49.3849,0,9.24
20,21,1,4619,21.1854,9.7895,34.4445,0.0187,0.5621,47.5832,0,2.63
20,21,1,4892,21.0196,9.1986,34.001,0.0192,0.4439,46.4533,0,10.8
20,21,1,4892,22.0739,9.9238,34.001,0.019,0.5008,43.165,0,4.69
20,21,1,4892,21.5563,9.566,35.2458,0.0191,0.471,44.8673,0,7.33
20,21,1,4892,21.9078,9.8086,35.6144,0.0189,0.4904,42.9824,0,7.96
20,21,1,4892,21.9078,9.8086,35.6144,0.019,0.4914,0,0,10.4
20,21,1,4085,18.3055,8.7451,33.6098,0.0153,0.592,56.0745,0,8.61
22,21,1,5099,20.2496,9.1349,36.0001,0.0144,0.5664,69.7559,0,9.47
21,21,1,4874,20.7173,9.4606,35.6751,0.0159,0.5696,50.8642,0,5.89
28,27,2,7847,23.8737,10.7717,40.7424,0.0144,0.5289,74.9793,0,8
27,27,2,7568,24.3382,11.0902,40.2416,0.0159,0.5318,58.6906,0,7.17
20,21,2,4259,17.8625,7.6065,30.3485,0.0175,0.5615,60.1961,0,10.2
21,21,2,4730,18.8158,7.8378,32.6732,0.0175,0.5544,60.8528,0,7.55
22,21,2,5244,19.772,8.4554,35.4964,0.0152,0.5425,69.8733,0,6.23
23,21,2,5778,20.7311,8.6832,36.7863,0.0154,0.5313,71.6687,0,6.06
27,27,3,7592,22.4806,9.8977,37.1794,0.0175,0.5148,65.3086,0,8.37
19,21,2,3787,16.9126,7.3773,28.0356,0.0215,0.5728,52.5025,0,35.1
20,21,2,4231,17.8625,7.6065,30.3485,0.0215,0.5654,54.7371,0,10.7
21,21,2,4717,18.8158,8.2299,33.1691,0.0152,0.553,61.9149,0,9.17
22,21,2,5223,19.772,8.4554,34.4333,0.0154,0.5415,64.0817,0,9.22
26,27,3,6940,21.5312,9.6721,34.7809,0.0196,0.5243,59.9601,0,7.15
20,23,2,4259,17.8625,7.6065,30.3485,0.0175,0.5615,60.1581,0,10.9
21,23,2,4730,18.8158,7.8378,32.6732,0.0175,0.5544,60.3415,0,7.21
22,23,2,5244,19.772,8.4554,35.4964,0.0152,0.5425,66.451,0,5.02
23,23,2,5778,20.7311,8.6832,36.7863,0.0154,0.5313,72.1457,0,5.52
27,29,3,7592,22.4806,9.8977,37.1794,0.0175,0.5148,74.5647,0,7.57
19,23,2,3787,16.9126,7.3773,28.0356,0.0215,0.5728,51.3021,0,23.2
20,23,2,4231,17.8625,7.6065,30.3485,0.0215,0.5654,52.4764,0,10.4
21,23,2,4717,18.8158,8.2299,33.1691,0.0152,0.553,60.0522,0,8.49
22,23,2,5223,19.772,8.4554,34.4333,0.0154,0.5415,57.4031,0,8.61
26,29,3,6940,21.5312,9.6721,34.7809,0.0196,0.5243,65.8616,0,7.02
21,23,2,4565,19.2765,8.9368,31.8953,0.0154,0.5791,62.855,0,4.47
23,23,2,5633,21.2244,10.3336,36.5154,0.013,0.5512,78.3669,0,3.25
25,23,2,6789,23.179,10.6986,38.1809,0.0134,0.5267,72.4411,0,4.72
19,23,2,4133,19.1405,8.8411,28.3529,0.0229,0.5006,39.5279,0,1.74
22,23,2,5035,20.2496,9.1349,32.7723,0.0154,0.5683,60.3891,0,1.64
24,23,2,6151,22.201,10.5125,38.8811,0.0131,0.5414,79.9282,0,2.6
24,23,2,6151,22.5724,10.78,38.8811,0.0131,0.5256,77.9801,0,2.73
26,23,2,7355,24.1583,10.8909,40.5973,0.0134,0.5177,86.7121,0,7.11
20,23,2,4585,20.1132,9.0404,30.6611,0.0192,0.4929,48.3841,0,1.66
27,29,3,7178,22.9073,10.5641,36.3372,0.0154,0.54,70.768,0,1.72
29,29,3,8504,24.8419,11.9226,41.089,0.0131,0.5156,78.8305,0,2.83
31,29,3,9918,26.7834,12.3141,42.9903,0.0134,0.4941,80.119,0,13.6
19,23,2,3718,16.9126,7.3773,26.9696,0.0225,0.5608,45.8736,1.00E-05,18.93
20,23,2,4203,17.8625,7.6065,30.5169,0.015,0.549,51.9768,1.00E-05,10.15
23,23,2,5844,20.7311,8.3054,34.9635,0.0137,0.5132,73.5427,1.00E-05,9.13
