1,15,18,21,25,26,39,41,58,83,85,155,166,Act
33,33,3,10823,26.5529,12.2072,135.7297,40.7839,0.0154,6.9824,0.5047,87.3398,1.00E-05,21.1
35,33,3,12479,28.4777,13.5396,145.7297,45.6272,0.0131,7.8154,0.4834,100.9527,1.00E-05,5.43
37,33,3,14372,31.8762,14.4166,153.3817,51.144,0,7.8293,0.3703,0,1.00E-05,0.05
28,29,3,8065,23.8737,10.7717,115.8323,36.6762,0.0154,5.7455,0.5294,73.4584,0,6.85
30,29,3,9511,25.8119,12.116,117.5676,42.8498,0.0131,6.3666,0.506,85.3714,0,6.71
32,29,3,11045,27.7564,12.5163,145.0774,44.7997,0.0134,6.3286,0.4853,94.4416,0,5.23
33,31,3,10823,26.5529,12.2072,128.2578,42.0113,0.0154,6.2701,0.5047,83.7928,0,5.58
35,31,3,12479,28.4777,13.5396,138.2578,46.8305,0.0131,6.6897,0.4834,91.8029,0,6.42
37,31,3,14223,30.4092,13.9474,165.7675,48.8894,0.0134,7.2599,0.4645,90.0818,0,2.85
28,25,2,8065,23.8737,10.7717,96.3038,39.9823,0.0154,5.3184,0.5294,0,0,36.8
30,25,2,9511,25.8119,12.116,98.0391,46.0806,0.0131,5.8778,0.506,0,0,61.5
32,25,2,11045,27.7564,12.5163,125.5489,47.9648,0.0134,6.7815,0.4853,94.7699,0,39.6
33,34,4,10823,26.5529,12.2072,141.8719,39.7749,0.0154,7.0766,0.5047,80.1248,0,39.1
35,34,4,12479,28.4777,13.5396,151.8719,44.6381,0.0131,7.1042,0.4834,85.6496,0,51.7
37,34,4,14372,31.8762,14.4166,177.3817,47.1877,0.0134,7.1079,0.3664,96.8631,0,57.7
23,23,2,5548,21.2244,9.8171,70.794,37.0847,0.0139,5.0929,0.5547,75.452,0,139
25,23,2,6714,23.179,11.2203,97.3233,38.9022,0.0131,5.5928,0.529,85.93,1.00E-05,118
27,23,2,7968,25.1389,11.5811,119.1327,41.6712,0.0134,5.9436,0.5064,93.4005,1.00E-05,83.7
24,23,2,6133,22.201,10.0121,82.0391,38.3198,0.0139,5.3877,0.543,83.2115,0,79.9
26,23,2,7345,24.1583,11.3973,97.5489,42.0735,0.0131,6.1762,0.5184,96.7544,0,92.9
21,23,2,5080,21.0879,9.7208,55.2842,33.4804,0.0141,5.5606,0.4828,58.6094,0,74.2
21,23,2,5080,21.7906,10.2189,55.2842,33.4804,0.014,5.0239,0.5242,56.197,1.00E-05,104
21,21,1,4532,19.2765,8.9368,48.0391,34.792,0.0153,4.8068,0.5807,62.2247,0,9.33
22,21,1,5055,20.2496,9.6284,44.0391,38.6532,0.013,5.2082,0.5663,71.1682,0,9.1
23,21,1,5598,21.2244,9.8171,54.794,39.8915,0.0134,5.299,0.5531,75.2577,1.00E-05,8.72
23,21,1,5581,21.2244,9.8171,50.2647,40.686,0.013,4.9028,0.5545,75.5263,0,8.15
20,21,1,4316,19.7434,9.267,37.2842,33.6098,0.0186,4.6677,0.5781,55.0115,0,9.93
21,21,1,4844,20.7173,9.4606,41.5098,35.9741,0.0149,5.3716,0.5656,66.093,0,4.11
20,21,1,4619,20.6491,9.4129,30.7549,34.813,0.0187,5.525,0.5231,49.3849,0,9.24
20,21,1,4619,21.1854,9.7895,32.7549,34.4445,0.0187,4.6993,0.5621,47.5832,0,2.63
20,21,1,4892,21.0196,9.1986,35.1613,34.001,0.0192,6.1913,0.4439,46.4533,0,10.8
20,21,1,4892,22.0739,9.9238,35.1613,34.001,0.019,4.4936,0.5008,43.165,0,4.69
20,21,1,4892,21.5563,9.566,28.4064,35.2458,0.0191,5.3247,0.471,44.8673,0,7.33
20,21,1,4892,21.9078,9.8086,26.4064,35.6144,0.0189,4.6924,0.4904,42.9824,0,7.96
20,21,1,4892,21.9078,9.8086,26.4064,35.6144,0.019,4.8891,0.4914,0,0,10.4
20,21,1,4085,18.3055,8.7451,37.2842,33.6098,0.0153,4.7842,0.592,56.0745,0,8.61
22,21,1,5099,20.2496,9.1349,58.9357,36.0001,0.0144,5.3588,0.5664,69.7559,0,9.47
21,21,1,4874,20.7173,9.4606,43.1613,35.6751,0.0159,4.7688,0.5696,50.8642,0,5.89
28,27,2,7847,23.8737,10.7717,91.8136,40.7424,0.0144,5.7805,0.5289,74.9793,0,8
27,27,2,7568,24.3382,11.0902,76.0391,40.2416,0.0159,5.4176,0.5318,58.6906,0,7.17
20,21,2,4259,17.8625,7.6065,53.9742,30.3485,0.0175,4.8082,0.5615,60.1961,0,10.2
21,21,2,4730,18.8158,7.8378,58.729,32.6732,0.0175,4.7769,0.5544,60.8528,0,7.55
22,21,2,5244,19.772,8.4554,60.7291,35.4964,0.0152,4.7743,0.5425,69.8733,0,6.23
23,21,2,5778,20.7311,8.6832,71.484,36.7863,0.0154,5.0728,0.5313,71.6687,0,6.06
27,27,3,7592,22.4806,9.8977,92.9679,37.1794,0.0175,5.7047,0.5148,65.3086,0,8.37
19,21,2,3787,16.9126,7.3773,49.2193,28.0356,0.0215,4.5827,0.5728,52.5025,0,35.1
20,21,2,4231,17.8625,7.6065,53.9742,30.3485,0.0215,4.7116,0.5654,54.7371,0,10.7
21,21,2,4717,18.8158,8.2299,55.9742,33.1691,0.0152,4.9638,0.553,61.9149,0,9.17
22,21,2,5223,19.772,8.4554,66.729,34.4333,0.0154,4.9562,0.5415,64.0817,0,9.22
26,27,3,6940,21.5312,9.6721,88.213,34.7809,0.0196,5.7374,0.5243,59.9601,0,7.15
20,23,2,4259,17.8625,7.6065,53.9742,30.3485,0.0175,5.5579,0.5615,60.1581,0,10.9
21,23,2,4730,18.8158,7.8378,58.729,32.6732,0.0175,5.8362,0.5544,60.3415,0,7.21
22,23,2,5244,19.772,8.4554,60.7291,35.4964,0.0152,6.3347,0.5425,66.451,0,5.02
23,23,2,5778,20.7311,8.6832,71.484,36.7863,0.0154,6.5289,0.5313,72.1457,0,5.52
27,29,3,7592,22.4806,9.8977,92.9679,37.1794,0.0175,7.5109,0.5148,74.5647,0,7.57
19,23,2,3787,16.9126,7.3773,49.2193,28.0356,0.0215,5.268,0.5728,51.3021,0,23.2
20,23,2,4231,17.8625,7.6065,53.9742,30.3485,0.0215,5.5196,0.5654,52.4764,0,10.4
21,23,2,4717,18.8158,8.2299,55.9742,33.1691,0.0152,6.3778,0.553,60.0522,0,8.49
22,23,2,5223,19.772,8.4554,66.729,34.4333,0.0154,6.0604,0.5415,57.4031,0,8.61
26,29,3,6940,21.5312,9.6721,88.213,34.7809,0.0196,6.7414,0.5243,65.8616,0,7.02
21,23,2,4565,19.2765,8.9368,64.0391,31.8953,0.0154,4.5212,0.5791,62.855,0,4.47
23,23,2,5633,21.2244,10.3336,74.0391,36.5154,0.013,5.1999,0.5512,78.3669,0,3.25
25,23,2,6789,23.179,10.6986,101.5489,38.1809,0.0134,5.3027,0.5267,72.4411,0,4.72
19,23,2,4133,19.1405,8.8411,48.5293,28.3529,0.0229,4.9767,0.5006,39.5279,0,1.74
22,23,2,5035,20.2496,9.1349,77.0586,32.7723,0.0154,4.5313,0.5683,60.3891,0,1.64
24,23,2,6151,22.201,10.5125,78.794,38.8811,0.0131,5.3771,0.5414,79.9282,0,2.6
24,23,2,6151,22.5724,10.78,78.794,38.8811,0.0131,5.2693,0.5256,77.9801,0,2.73
26,23,2,7355,24.1583,10.8909,106.3038,40.5973,0.0134,4.9413,0.5177,86.7121,0,7.11
20,23,2,4585,20.1132,9.0404,53.2842,30.6611,0.0192,5.4018,0.4929,48.3841,0,1.66
27,29,3,7178,22.9073,10.5641,98.8127,36.3372,0.0154,5.2995,0.54,70.768,0,1.72
29,29,3,8504,24.8419,11.9226,108.8128,41.089,0.0131,5.8723,0.5156,78.8305,0,2.83
31,29,3,9918,26.7834,12.3141,136.3225,42.9903,0.0134,5.9616,0.4941,80.119,0,13.6
19,23,2,3718,16.9126,7.3773,49.2193,26.9696,0.0225,7.3946,0.5608,45.8736,1.00E-05,18.93
20,23,2,4203,17.8625,7.6065,47.2842,30.5169,0.015,7.8586,0.549,51.9768,1.00E-05,10.15
23,23,2,5844,20.7311,8.3054,75.8135,34.9635,0.0137,9.2539,0.5132,73.5427,1.00E-05,9.13
25,28,3,6431,21.9044,9.4488,82.213,31.6898,0.0197,7.3502,0.4221,59.9649,1.00E-05,1.97
19,23,2,3718,16.9126,7.3773,49.2193,26.9696,0.0225,4.257,0.5608,42.267,0,15.1
20,23,2,4203,17.8625,7.6065,47.2842,30.5169,0.015,4.7756,0.549,55.1382,0,7.88
23,23,2,5844,20.7311,8.3054,75.8135,34.9635,0.0137,6.2403,0.5132,75.1696,0,6.32
25,29,3,6340,20.5848,9.0484,90.213,30.1199,0.0197,5.7366,0.5228,59.836,0,0.57
50,44,6,26631,40.0645,19.3099,316.4864,52.9128,0.0145,13.1794,0.3938,0,0,85.3
52,44,6,29652,43.5112,21.2347,307.1673,60.9574,0.0131,12.8106,0.2907,0,0,98.7
54,44,6,32339,43.9554,21.0731,336.6771,63.0576,0.0134,13.6351,0.3689,0,0,77.3
51,44,6,28065,41.0358,19.5025,323.5463,55.155,0.0144,13.6129,0.3879,0,0,76
53,44,6,31138,44.4922,21.4093,311.017,63.6528,0.0131,13.6925,0.2859,167.6715,0,89.3
50,42,6,26631,40.2198,19.4204,316.4864,52.9128,0.0145,12.6238,0.3938,151.2537,1.00E-05,215
52,42,6,29441,42.1638,20.8157,309.1673,60.5477,0.0131,13.6443,0.3807,160.9628,1.00E-05,194
54,42,6,32339,44.1113,21.1842,336.6771,63.0576,0.0134,13.6901,0.3689,166.1712,1.00E-05,119
51,42,6,28065,41.1913,19.6123,323.5463,55.155,0.0144,13.3609,0.3879,160.5712,1.00E-05,224
53,42,6,30921,43.1371,20.9982,313.017,63.2435,0.0131,14.0502,0.3752,169.4121,1.00E-05,51
49,44,6,26154,40.3461,19.5103,298.1477,52.3583,-0.0926,11.8868,0.3889,0,0,74.7
51,44,6,28946,42.2902,20.9073,296.1477,59.2032,-0.0924,12.5427,0.3761,0,0,70.8
53,44,6,32043,45.7587,21.7923,321.6575,62.0955,-0.0923,13.1751,0.2767,0,0,65.7
50,44,6,27778,42.8151,20.2056,295.8459,56.0947,-0.0926,12.646,0.2929,0,0,91.2
52,44,6,30628,44.7768,21.6152,288.5268,63.7009,-0.0924,13.0725,0.282,0,0,79.5
49,42,6,26347,41.992,20.1351,296.1477,52.7685,-0.0926,11.9587,0.2979,0,1.00E-05,23.1
51,42,6,29151,43.9526,21.5567,294.1477,59.6158,-0.0924,12.5393,0.2867,144.1369,1.00E-05,9.7
53,42,6,31826,44.394,21.3859,323.6575,61.6891,-0.0923,12.9805,0.3646,0,1.00E-05,5
50,42,6,27778,42.972,20.3174,295.8459,56.0947,-0.0926,12.9332,0.2929,0,1.00E-05,24.6
52,42,6,30628,44.9339,21.729,288.5268,63.7009,-0.0924,13.4409,0.282,155.327,1.00E-05,11.2
50,44,6,27310,41.5513,19.8188,318.851,52.6684,0.0154,13.0624,0.302,0,0,163
52,42,6,30180,43.6681,21.349,308.7769,60.7205,0.0131,13.8428,0.2905,165.0717,0,72.4
54,44,6,33138,45.4739,21.5878,336.2867,63.2271,0.0134,14.2583,0.2802,0,0,138
51,44,6,28774,42.5309,20.0033,323.9109,55.2096,0.0144,13.5647,0.2968,0,0,135
53,38,5,14532,41.7005,19.0805,252.5426,71.9464,-0.0273,14.157,0.2972,172.2191,1.00E-05,62.5
50,42,6,27310,41.708,19.9311,318.851,52.6684,0.0154,13.0656,0.302,155.0332,1.00E-05,227
52,42,6,30180,43.6681,21.349,318.851,52.6684,0.0154,13.0656,0.302,155.0332,1.00E-05,201
54,42,6,33138,45.631,21.7005,336.2867,63.2271,0.0134,14.3237,0.2802,168.6119,1.00E-05,200
51,42,6,28774,42.6877,20.1148,323.9109,55.2096,0.0144,13.653,0.2968,163.5601,1.00E-05,209
53,42,6,31690,44.6493,21.5228,310.6266,63.7099,0.0131,14.3122,0.2857,172.6594,1.00E-05,233
50,44,6,30063,43.6826,19.9094,280.6166,58.2443,0.0146,15.874,0.3266,0,0,76.4
52,44,6,33089,45.6327,21.2642,273.2975,65.817,0.0131,15.6429,0.3175,0,0,72.3
54,44,6,36203,47.586,21.6601,300.8073,68.2693,0.0134,16.5532,0.3092,0,0,62.7
51,44,6,31609,44.6572,20.1138,291.1006,59.9489,0.0144,16.0909,0.3225,0,0,73.4
53,44,6,34681,46.609,21.4609,280.5713,67.9832,0.0131,16.8238,0.3137,0,0,66.3
38,32,4,15978,34.4404,16.1422,218.382,46.2971,0.0145,9.3573,0.3474,138.1277,0,22.1
40,32,4,18092,36.4185,17.593,205.0978,54.8877,0.0131,9.981,0.3322,0,0,23.4
42,28,3,16593,38.557,16.9736,213.1774,60.1177,0.0134,10.0513,0.0763,148.5949,0,28.5
39,32,4,17052,35.4292,16.3149,229.7415,47.8059,0.0144,10.0886,0.3405,146.421,0,24.3
41,32,4,19212,37.4083,17.752,214.0063,56.7574,0.0131,10.2876,0.326,0,0,31.8
38,30,4,15978,34.5985,16.2571,218.382,46.2971,0.0145,9.328,0.3474,138.0552,1.00E-05,153
40,30,4,18092,36.5768,17.7104,205.0978,54.8877,0.0131,10.0397,0.3322,148.8172,1.00E-05,150
42,28,3,16593,38.557,16.9736,188.6872,63.8453,0.0134,10.1832,0.0917,147.3543,1.00E-05,146
39,30,4,17052,35.5874,16.4287,229.7415,47.8059,0.0144,9.9184,0.3405,145.7213,1.00E-05,106
41,30,4,19212,37.5667,17.8683,214.0063,56.7574,0.0131,10.315,0.326,156.0977,1.00E-05,102
50,44,6,30623,43.6826,19.9094,284.9812,57.5955,0.0154,16.7517,0.3265,0,0,33.8
52,42,6,33916,47.3209,21.872,238.553,71.056,-0.0458,16.2121,0.2453,139.4072,0,35
54,44,6,36875,47.586,21.6601,302.4169,68.0354,0.0134,16.818,0.3091,0,0,37.1
51,42,6,32197,44.8133,20.2207,257.9683,64.8442,-0.00695,16.1389,0.3255,140.4487,0,35.6
53,42,6,35542,48.3042,22.0612,244.6841,73.3607,-0.0458,16.9649,0.242,148.1313,0,36.8
50,42,6,30822,45.356,20.4947,282.9811,58.0107,0.0154,16.4952,0.2442,137.9873,1.00E-05,180
52,42,6,33916,47.3209,21.872,272.9071,65.9998,0.0131,17.2969,0.2366,146.3535,1.00E-05,183
54,42,6,36875,47.7423,21.7683,302.4169,68.0354,0.0134,18.2084,0.3091,150.1822,1.00E-05,190
51,42,6,32402,46.3382,20.6921,291.4651,60.0129,0.0144,17.529,0.2408,146.9155,1.00E-05,203
53,42,6,35542,48.3042,22.0612,278.1809,68.4584,0.0131,18.1985,0.2334,154.9168,1.00E-05,205
31,20,2,10641,27.5423,12.8447,160.671,45.5245,0.0154,6.3771,0.4692,104.1125,1.00E-05,128.1
35,20,2,14029,31.4458,15.6574,208.671,50.9524,0.0131,7.729,0.4337,122.0624,1.00E-05,114
39,20,2,17849,35.3657,16.369,259.6906,56.1843,0.0134,7.7913,0.4041,0,0,93.6
33,20,2,12325,29.4916,13.2431,195.7877,46.4481,0.0144,7.3243,0.4528,119.2611,1.00E-05,123.8
37,20,2,15937,33.404,16.0029,221.7486,55.438,0.0131,8.8454,0.4196,137.2389,1.00E-05,117.4
31,20,2,10641,27.5423,12.8447,160.671,45.5245,-0.0921,6.4019,0.4692,0,0,34.2
35,20,2,14029,31.4458,15.6574,208.671,50.9524,-0.0919,7.5171,0.4337,0,0,28.8
39,20,2,17849,35.3657,16.369,259.6906,56.1843,-0.0917,7.3609,0.4041,0,0,23.1
33,20,2,12325,29.4916,13.2431,195.7877,46.4481,-0.092,7.3306,0.4528,0,0,36.9
37,20,2,15937,33.404,16.0029,221.7486,55.438,-0.0918,8.7228,0.4196,0,0,29.1
31,20,2,13230,28.799,13.2389,163.4259,46.1643,0.0154,6.2555,0.5148,0,0,2.13
35,20,2,17378,32.7084,16.0347,211.4259,51.6102,0.0131,7.2825,0.4789,0,0,2.07
39,20,2,22054,36.6328,16.7588,262.4455,56.8564,0.0134,7.389,0.4486,0,0,1.73
33,20,2,15282,30.7516,13.6414,198.5426,47.1024,0.0144,7.1695,0.4983,0,0,3
37,20,2,19702,34.6689,16.3873,224.5035,56.099,0.0131,8.4927,0.4646,0,0,2
28,19,2,8768,26.1206,12.2825,136.213,42.0767,0.0154,5.6343,0.4928,97.8335,0,69.9
32,19,2,11854,30.0571,15.1893,168.4036,49.8334,0.0131,7.0203,0.4537,116.8852,0,74
36,19,2,15372,34.0055,15.8273,224.4036,54.0792,0.0134,7.4589,0.4215,122.8092,0,95.2
30,19,2,10295,28.0871,12.652,165.2582,43.8419,0.0144,6.6381,0.4747,113.373,0,90.3
34,19,2,13605,32.03,15.4939,182.0782,54.1471,0.0131,8.1768,0.4384,132.8234,0,69.9
28,20,2,8768,26.1206,12.2825,136.213,42.0767,0.0154,5.4968,0.4928,91.687,0,78
32,20,2,11854,30.0571,15.1893,168.4036,49.8334,0.0131,7.0245,0.4537,111.4547,0,61
36,20,2,15372,34.0055,15.8273,224.4036,54.0792,0.0134,7.1938,0.4215,115.6141,0,46
30,20,2,10295,28.0871,12.652,165.2582,43.8419,0.0144,6.4685,0.4747,106.7653,0,82
34,20,2,13605,32.03,15.4939,182.0782,54.1471,0.0131,7.8441,0.4384,125.4312,0,74
27,19,2,8116,25.1389,11.5811,128.213,40.1579,0.0154,5.7272,0.5044,93.0508,0,5.61
31,19,2,11092,29.0717,14.4485,160.4036,47.8712,0.0131,6.7657,0.4635,108.8899,0,15.6
35,19,2,14500,33.0174,15.1176,216.4036,52.0565,0.0134,6.8048,0.4299,0,0,8.8
29,19,2,9586,27.1034,11.9659,157.2582,41.8792,0.0144,6.53,0.4854,107.3382,0,5.56
33,19,2,12786,31.0432,14.7697,174.0782,52.1704,0.0131,7.9959,0.4475,125.5624,0,8.25
27,20,2,8116,25.1389,11.5811,128.213,40.1579,0.0154,5.6742,0.5044,92.7638,0,108
31,20,2,11092,29.0717,14.4485,160.4036,47.8712,0.0131,6.9894,0.4635,110.9714,0,89.2
35,20,2,14500,33.0174,15.1176,216.4036,52.0565,0.0134,7.1758,0.4299,116.5733,0,44.7
29,20,2,9586,27.1034,11.9659,157.2582,41.8792,0.0144,6.3597,0.4854,106.5456,0,109
33,20,2,12786,31.0432,14.7697,174.0782,52.1704,0.0131,8.0045,0.4475,126.1353,0,108
27,20,2,10101,26.4055,11.9709,130.9679,40.7814,0.0154,5.8163,0.5498,0,0,25.8
31,20,2,13749,30.343,14.8168,163.1585,48.5102,0.0131,6.9711,0.509,0,0,94.6
35,20,2,17925,34.2921,15.5029,219.1585,52.7164,0.0134,7.0881,0.475,0,0,17.7
29,20,2,11895,28.3725,12.3614,160.0131,42.518,0.0144,6.6107,0.531,0,0,79.9
33,20,2,15815,32.3163,15.1477,176.8331,52.8145,0.0131,7.8331,0.4929,0,0,21.5
28,19,2,8747,26.1207,10.8391,137.7228,41.8278,-0.0926,5.6617,0.496,92.9143,0,0.19
32,19,2,11829,30.0571,13.5339,182.6425,47.5746,-0.0924,6.9488,0.4565,110.0355,0,0.11
30,19,2,10272,28.0871,11.2731,166.768,43.598,-0.0925,6.6527,0.4777,108.1132,0,0.28
34,19,2,13578,32.03,13.9196,196.317,51.9256,-0.0923,8.0435,0.4409,125.8544,0,0.17
28,19,2,10767,27.2607,11.1583,134.868,42.2984,0.0151,5.2335,0.5467,0,0,1.64
32,19,2,14529,31.201,13.8347,172.5684,49.1727,0.0131,6.5247,0.5063,0,0,2.28
36,19,2,18819,35.1523,14.6332,244.7165,50.9579,0.0134,6.6269,0.4727,0,0,5.64
30,19,2,12620,29.2293,11.5958,167.5229,43.4761,0.0144,6.0489,0.5281,0,0,3.24
34,19,2,16654,33.1755,14.2267,189.8526,52.9341,0.0131,7.4047,0.4904,0,0,3
22,18,2,1998,18.6455,6.5746,79.7486,34.1087,-0.0291,5.3397,0.6379,95.8321,0,17.2
24,18,2,2390,20.5281,7.6438,81.4839,40.2015,-0.0321,6.1385,0.6116,108.6157,0,12.9
26,18,2,2798,22.4236,8.1379,108.9937,41.9737,-0.0314,7.3623,0.5882,112.5605,1.00E-05,41.1
23,18,2,2208,19.5851,6.8242,89.0586,35.7072,-0.0292,5.7551,0.626,104.8745,0,5.2
20,18,2,1998,19.19,6.8787,55.9742,31.9295,-0.0284,4.9417,0.6225,76.141,0,4.6
20,18,2,1998,19.5474,7.0806,55.9742,31.9295,-0.0285,5.1247,0.6445,73.6495,0,2.4
22,18,2,1998,18.6455,6.5746,79.7486,34.1087,-0.0291,5.0275,0.6379,92.4454,0,1.51
24,18,2,2390,20.5281,7.6438,81.4839,40.2015,-0.0321,6.0027,0.6116,107.1594,0,1.03
26,18,2,2798,22.4236,8.1379,108.9937,41.9737,-0.0314,6.345,0.5882,112.5489,0,0.87
23,18,2,2208,19.5851,6.8242,89.0586,35.7072,-0.0292,5.5212,0.626,101.8873,0,0.71
20,18,2,1724,18.0169,5.4648,57.9742,31.3977,-0.027,4.5051,0.6562,74.7855,0,0.5
20,18,2,1998,19.5474,7.0806,55.9742,31.9295,-0.0285,5.0939,0.6445,73.7162,0,0.36
23,18,2,2157,19.5851,6.8242,84.5035,36.4916,0.0143,5.3829,0.6305,97.0291,0,2.64
25,18,2,2569,21.4744,7.8907,86.2388,42.5791,0.0128,6.1173,0.6048,106.6203,0,2.23
27,18,2,2997,23.3755,8.3853,113.7486,44.3948,0.0132,6.5658,0.5819,114.1782,1.00E-05,0.47
21,18,2,1871,18.9375,5.7111,62.7291,33.7342,0.0154,5.2242,0.6482,77.6667,0,1.29
21,18,2,2157,20.4903,7.3292,60.729,34.2593,0.0146,4.7519,0.637,75.8882,0,0.71
23,18,2,1871,18.403,5.4548,86.5035,35.9889,0.0146,4.9646,0.6676,95.0206,0,0.12
25,18,2,2241,20.2521,6.3583,88.2388,42.08,0.0128,5.8534,0.6404,107.7966,0,0.09
27,18,2,2997,23.3755,8.3853,113.7486,44.3948,0.0132,6.5818,0.5819,114.918,1.00E-05,0.05
21,18,2,1871,18.9375,5.7111,62.7291,33.7342,0.0154,5.0743,0.6482,76.6379,0,0.03
21,18,2,1871,19.2885,5.8816,62.7291,33.7342,0.0153,5.0497,0.6713,75.1388,0,0.02
22,18,2,1998,18.6455,6.5746,79.7486,33.0377,0.0144,5.0496,0.6271,88.7817,0,6.8
22,18,2,1998,18.6455,6.5746,79.7486,33.0377,0.0144,6.0846,0.6271,82.0968,0,10.2
22,18,2,1998,18.6455,6.5746,79.7486,33.0377,0.0144,5.0496,0.6271,88.7817,0,6.1
20,18,2,1998,19.19,6.8787,55.9742,30.8683,0.0147,4.7385,0.6121,69.9818,1.00E-05,7.4
20,18,2,1998,19.5474,7.0806,55.9742,30.8683,0.0146,4.9516,0.6334,67.5334,0,7.72
23,18,2,2208,19.5851,6.8242,89.0587,34.6346,0.0142,5.5747,0.6156,99.3085,0,8.37
22,18,2,2208,20.0373,7.0751,71.8135,34.4297,0.0144,5.1392,0.62,82.7504,0,1.85
22,20,2,6864,22.4453,10.1826,82.5035,33.9568,0.0154,5.3221,0.5581,85.4676,0,64.4
24,20,2,8310,24.4034,11.5737,84.2388,40.0721,0.0131,6.207,0.5363,99.5743,1.00E-05,46.4
26,20,2,9868,26.3662,11.9433,111.7486,41.8295,0.0134,6.2752,0.5168,104.0712,0,43.3
20,20,2,6240,23.0126,10.581,58.729,31.7926,0.019,4.9364,0.5321,68.5364,1.00E-05,40.2
23,20,2,7586,23.4237,10.3809,91.8135,35.554,0.0144,5.8713,0.5482,95.7075,0,48.8
22,20,2,7262,23.8938,10.7065,74.5684,35.3557,0.0159,5.2329,0.5507,76.683,0,30.7
25,18,2,2537,21.4744,7.5992,97.2584,40.7283,0.0143,6.0173,0.6074,0,0,5.96
27,18,2,2993,23.3755,8.6894,110.9937,44.8473,0.0128,7.3338,0.5835,0,0,3.57
29,18,2,3465,25.2867,9.1809,143.0328,46.0615,0.0132,7.1659,0.5621,0,1.00E-05,1.41
23,18,2,2227,20.7913,6.4121,75.4839,37.8781,0.0151,6.3137,0.6248,0,0,0.03
26,18,2,2782,22.4236,7.848,106.5684,42.3764,0.0142,6.6111,0.5966,0,0,8.24
25,18,2,2449,21.6305,6.6141,91.3233,41.564,0.0151,5.8562,0.6357,0,0,1.52
25,18,2,2227,20.2521,6.1469,99.2584,40.2365,0.0146,5.7911,0.6428,110.4439,0,1.62
27,18,2,2637,22.1167,7.0799,112.9937,44.3653,0.0128,7.0937,0.6175,123.1728,0,1.1
29,18,2,3063,23.9945,7.579,145.0328,45.5972,0.0132,7.6001,0.5949,130.3093,0,0.56
23,18,2,2227,20.7913,6.4121,75.4839,37.8781,0.0151,6.1579,0.6248,89.8392,0,0.68
26,18,2,2449,21.1826,6.3943,108.5684,41.8911,0.0143,6.1951,0.6314,118.8821,0,1.78
25,18,2,2449,21.6305,6.6141,91.3233,41.564,0.0151,5.6023,0.6357,101.5101,0,0.09
25,20,2,7318,24.1191,10.8635,97.2584,41.0545,0.0154,6.4935,0.4965,108.9789,0,12
27,20,2,8676,26.0814,12.2543,110.9937,45.1669,0.0131,7.4077,0.4759,122.4,0,8.95
29,20,2,10122,28.0477,12.6244,143.0328,46.3566,0.0134,7.593,0.4575,127.8675,0,6.29
23,20,2,6796,24.6877,11.2622,73.484,38.7391,0.0154,6.3792,0.4719,91.5347,0,3.08
26,20,2,8002,25.0997,11.0614,106.5684,42.6961,0.0144,6.7974,0.4872,116.4465,0,17.4
25,20,2,7732,25.5708,11.3874,89.3233,42.3979,0.0154,6.4346,0.4895,101.3702,0,7.31
23,20,2,6126,25.5708,11.3874,89.3233,42.3979,0.0154,6.4346,0.4895,101.3702,0,15.9
